"transformation_date","item_name","Transformation_ID","Lot_ID","farm_name","Harvesting_ID","product_desc","quantity","transformer_quantity","transfored_product_desc","lot_code_hyperlink","Subsequent_ID","is_contaminated"
"2022-02-25","parsley","TR2180","2180","Deep Root Farms","H2180","Deep Root Farms,parsley,8524,LBS",8524,9582,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Deep Root Farms_2180","2180","false"
"2022-04-23","chili peppers","TR2181","2181","Harvest Moon Farms","H2181","Harvest Moon Farms,chili peppers,6234,LBS",6234,8651,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Harvest Moon Farms_2181","2181","true"
"2022-03-18","potato","TR2182","2182","Meadowlark Farm","H2182","Meadowlark Farm,potato,9046,LBS",9046,7268,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Meadowlark Farm_2182","2182","false"
"2021-11-05","chili peppers","TR2183","2183","Harvest Moon Farms","H2183","Harvest Moon Farms,chili peppers,6207,LBS",6207,5150,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Harvest Moon Farms_2183","2183","false"
"2022-08-20","Item","TR2184","2184","Meadowlark Farm","H2184","Meadowlark Farm,Item,9378,LBS",9378,3226,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Meadowlark Farm_2184","2184","false"
"2022-09-07","arugula","TR2185","2185","Potomac Vegetable Farms","H2185","Potomac Vegetable Farms,arugula,2436,LBS",2436,9886,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Potomac Vegetable Farms_2185","2185","false"
"2021-08-15","spinach","TR2186","2186","Cerritos Farm","H2186","Cerritos Farm,spinach,1327,LBS",1327,7679,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Cerritos Farm_2186","2186","false"
"2022-07-23","kale","TR2187","2187","Starview Farms","H2187","Starview Farms,kale,1764,LBS",1764,3623,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Starview Farms_2187","2187","true"
"2021-10-07","arugula","TR2188","2188","Potomac Vegetable Farms","H2188","Potomac Vegetable Farms,arugula,2469,LBS",2469,4288,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Potomac Vegetable Farms_2188","2188","false"
"2021-12-13","lettuce","TR2189","2189","Hidden gems Farm","H2189","Hidden gems Farm,lettuce,599,LBS",599,2821,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Hidden gems Farm_2189","2189","false"
"2022-08-25","potato","TR2190","2190","Meadowlark Farm","H2190","Meadowlark Farm,potato,9083,LBS",9083,5730,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Meadowlark Farm_2190","2190","false"
"2021-12-10","basil","TR2191","2191","Sweetwater Farm ","H2191","Sweetwater Farm ,basil,6596,LBS",6596,5081,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Sweetwater Farm _2191","2191","true"
"2023-01-26","arugula","TR2192","2192","scissortail farms","H2192","scissortail farms,arugula,2774,LBS",2774,5348,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","scissortail farms_2192","2192","false"
"2021-11-22","bell peppers","TR2193","2193","Sunny Fields Farm ","H2193","Sunny Fields Farm ,bell peppers,5408,LBS",5408,236,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Sunny Fields Farm _2193","2193","true"
"2022-06-06","basil","TR2194","2194","Orchard Valley Farm","H2194","Orchard Valley Farm,basil,6941,LBS",6941,9553,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Orchard Valley Farm_2194","2194","false"
"2022-12-11","Tomatoes","TR2195","2195","Stonehall Farm","H2195","Stonehall Farm,Tomatoes,4300,LBS",4300,9129,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Stonehall Farm_2195","2195","false"
"2021-08-29","bell peppers","TR2196","2196","Green Acres Farm","H2196","Green Acres Farm,bell peppers,5198,LBS",5198,5125,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Green Acres Farm_2196","2196","false"
"2022-04-27","spinach","TR2197","2197","Cerritos Farm","H2197","Cerritos Farm,spinach,1458,LBS",1458,5547,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Cerritos Farm_2197","2197","false"
"2022-02-17","arugula","TR2198","2198","Potomac Vegetable Farms","H2198","Potomac Vegetable Farms,arugula,2352,LBS",2352,9373,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Potomac Vegetable Farms_2198","2198","false"
"2021-09-30","potato","TR2199","2199","Meadowlark Farm","H2199","Meadowlark Farm,potato,8977,LBS",8977,3366,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Meadowlark Farm_2199","2199","false"
"2022-03-22","parsley","TR2200","2200","Meadowbrook Farm","H2200","Meadowbrook Farm,parsley,8106,LBS",8106,7047,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Meadowbrook Farm_2200","2200","false"
"2021-10-08","Item","TR2201","2201","Red Barn Farms","H2201","Red Barn Farms,Item,9557,LBS",9557,8933,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Red Barn Farms_2201","2201","false"
"2022-12-05","arugula","TR2202","2202","Potomac Vegetable Farms","H2202","Potomac Vegetable Farms,arugula,2234,LBS",2234,3015,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Potomac Vegetable Farms_2202","2202","false"
"2022-09-12","bell peppers","TR2203","2203","Sunny Fields Farm ","H2203","Sunny Fields Farm ,bell peppers,5568,LBS",5568,2984,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Sunny Fields Farm _2203","2203","false"
"2022-07-12","potato","TR2204","2204","Deep Root Farms","H2204","Deep Root Farms,potato,8804,LBS",8804,593,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Deep Root Farms_2204","2204","false"
"2023-01-05","basil","TR2205","2205","Orchard Valley Farm","H2205","Orchard Valley Farm,basil,7141,LBS",7141,3804,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Orchard Valley Farm_2205","2205","true"
"2022-03-10","parsley","TR2206","2206","Meadowbrook Farm","H2206","Meadowbrook Farm,parsley,8320,LBS",8320,8003,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Meadowbrook Farm_2206","2206","false"
"2022-03-09","arugula","TR2207","2207","scissortail farms","H2207","scissortail farms,arugula,2871,LBS",2871,7956,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","scissortail farms_2207","2207","false"
"2022-02-13","chili peppers","TR2208","2208","Harvest Moon Farms","H2208","Harvest Moon Farms,chili peppers,6020,LBS",6020,7024,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Harvest Moon Farms_2208","2208","false"
"2021-11-26","arugula","TR2209","2209","Potomac Vegetable Farms","H2209","Potomac Vegetable Farms,arugula,2493,LBS",2493,6960,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Potomac Vegetable Farms_2209","2209","false"
"2022-09-23","cilantro","TR2210","2210","Sunnydale Farm","H2210","Sunnydale Farm,cilantro,7412,LBS",7412,2452,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Sunnydale Farm_2210","2210","false"
"2022-12-14","Tomatoes","TR2211","2211","Burnt Mill Farm","H2211","Burnt Mill Farm,Tomatoes,4009,LBS",4009,2527,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Burnt Mill Farm_2211","2211","true"
"2022-04-17","basil","TR2212","2212","Sweetwater Farm ","H2212","Sweetwater Farm ,basil,6742,LBS",6742,7180,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Sweetwater Farm _2212","2212","false"
"2022-05-28","Cucumbers","TR2213","2213","Green Acres Farm","H2213","Green Acres Farm,Cucumbers,4986,LBS",4986,5164,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Green Acres Farm_2213","2213","false"
"2021-08-20","kale","TR2214","2214","Starview Farms","H2214","Starview Farms,kale,2135,LBS",2135,8950,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Starview Farms_2214","2214","false"
"2022-06-23","arugula","TR2215","2215","Potomac Vegetable Farms","H2215","Potomac Vegetable Farms,arugula,2581,LBS",2581,9264,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Potomac Vegetable Farms_2215","2215","false"
"2021-11-20","chili peppers","TR2216","2216","Harvest Moon Farms","H2216","Harvest Moon Farms,chili peppers,6041,LBS",6041,3298,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Harvest Moon Farms_2216","2216","false"
"2022-02-13","parsley","TR2217","2217","Meadowbrook Farm","H2217","Meadowbrook Farm,parsley,8339,LBS",8339,4872,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Meadowbrook Farm_2217","2217","false"
"2022-10-27","melons","TR2218","2218","roland farms","H2218","roland farms,melons,3324,LBS",3324,6076,"ACME BRAND, FROZEN SALAD, 25 LB CASE","roland farms_2218","2218","false"
"2022-11-20","basil","TR2219","2219","Orchard Valley Farm","H2219","Orchard Valley Farm,basil,6883,LBS",6883,1255,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Orchard Valley Farm_2219","2219","false"
"2021-10-12","cilantro","TR2220","2220","Sunnydale Farm","H2220","Sunnydale Farm,cilantro,7565,LBS",7565,5453,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Sunnydale Farm_2220","2220","false"
"2022-09-23","Cucumbers","TR2221","2221","Green Acres Farm","H2221","Green Acres Farm,Cucumbers,5031,LBS",5031,9787,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Green Acres Farm_2221","2221","false"
"2021-10-30","arugula","TR2222","2222","Potomac Vegetable Farms","H2222","Potomac Vegetable Farms,arugula,2522,LBS",2522,1052,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Potomac Vegetable Farms_2222","2222","false"
"2021-10-12","bell peppers","TR2223","2223","Green Acres Farm","H2223","Green Acres Farm,bell peppers,5185,LBS",5185,2774,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Green Acres Farm_2223","2223","false"
"2021-12-19","melons","TR2224","2224","scissortail farms","H2224","scissortail farms,melons,2993,LBS",2993,9753,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","scissortail farms_2224","2224","false"
"2022-08-06","kale","TR2225","2225","Starview Farms","H2225","Starview Farms,kale,2148,LBS",2148,586,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Starview Farms_2225","2225","false"
"2021-08-17","Cucumbers","TR2226","2226","Green Acres Farm","H2226","Green Acres Farm,Cucumbers,4825,LBS",4825,8672,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Green Acres Farm_2226","2226","true"
"2023-02-21","potato","TR2227","2227","Meadowlark Farm","H2227","Meadowlark Farm,potato,8961,LBS",8961,728,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Meadowlark Farm_2227","2227","false"
"2021-10-16","bell peppers","TR2228","2228","Green Acres Farm","H2228","Green Acres Farm,bell peppers,5154,LBS",5154,389,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Green Acres Farm_2228","2228","false"
"2021-11-05","arugula","TR2229","2229","Potomac Vegetable Farms","H2229","Potomac Vegetable Farms,arugula,2286,LBS",2286,1085,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Potomac Vegetable Farms_2229","2229","false"
"2022-01-13","spinach","TR2230","2230","Mena Farm","H2230","Mena Farm,spinach,813,LBS",813,4423,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Mena Farm_2230","2230","false"
"2021-09-27","basil","TR2231","2231","Sweetwater Farm ","H2231","Sweetwater Farm ,basil,6849,LBS",6849,9600,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Sweetwater Farm _2231","2231","false"
"2021-08-04","potato","TR2232","2232","Deep Root Farms","H2232","Deep Root Farms,potato,8957,LBS",8957,7568,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Deep Root Farms_2232","2232","true"
"2022-01-05","basil","TR2233","2233","Orchard Valley Farm","H2233","Orchard Valley Farm,basil,7004,LBS",7004,6041,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Orchard Valley Farm_2233","2233","false"
"2021-12-18","Tomatoes","TR2234","2234","Stonehall Farm","H2234","Stonehall Farm,Tomatoes,4310,LBS",4310,5182,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Stonehall Farm_2234","2234","true"
"2022-03-19","parsley","TR2235","2235","Meadowbrook Farm","H2235","Meadowbrook Farm,parsley,7990,LBS",7990,9357,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Meadowbrook Farm_2235","2235","false"
"2022-12-06","parsley","TR2236","2236","Meadowbrook Farm","H2236","Meadowbrook Farm,parsley,8027,LBS",8027,1143,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Meadowbrook Farm_2236","2236","true"
"2022-01-20","cilantro","TR2237","2237","Sunnydale Farm","H2237","Sunnydale Farm,cilantro,7600,LBS",7600,6765,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Sunnydale Farm_2237","2237","false"
"2021-09-16","lettuce","TR2238","2238","Hidden gems Farm","H2238","Hidden gems Farm,lettuce,156,LBS",156,1868,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Hidden gems Farm_2238","2238","false"
"2022-12-22","arugula","TR2239","2239","scissortail farms","H2239","scissortail farms,arugula,2786,LBS",2786,3778,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","scissortail farms_2239","2239","false"
"2022-12-03","arugula","TR2240","2240","Potomac Vegetable Farms","H2240","Potomac Vegetable Farms,arugula,2251,LBS",2251,4232,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Potomac Vegetable Farms_2240","2240","false"
"2021-11-04","bell peppers","TR2241","2241","Green Acres Farm","H2241","Green Acres Farm,bell peppers,5192,LBS",5192,7664,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Green Acres Farm_2241","2241","false"
"2022-03-15","spinach","TR2242","2242","Cerritos Farm","H2242","Cerritos Farm,spinach,1228,LBS",1228,9903,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Cerritos Farm_2242","2242","false"
"2022-04-26","parsley","TR2243","2243","Meadowbrook Farm","H2243","Meadowbrook Farm,parsley,8232,LBS",8232,7175,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Meadowbrook Farm_2243","2243","false"
"2022-12-22","bell peppers","TR2244","2244","Green Acres Farm","H2244","Green Acres Farm,bell peppers,5104,LBS",5104,5084,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Green Acres Farm_2244","2244","false"
"2022-01-03","arugula","TR2245","2245","Potomac Vegetable Farms","H2245","Potomac Vegetable Farms,arugula,2539,LBS",2539,7217,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Potomac Vegetable Farms_2245","2245","false"
"2021-10-20","spinach","TR2246","2246","Mena Farm","H2246","Mena Farm,spinach,820,LBS",820,5660,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Mena Farm_2246","2246","false"
"2022-12-18","cilantro","TR2247","2247","Sunnydale Farm","H2247","Sunnydale Farm,cilantro,7569,LBS",7569,4018,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Sunnydale Farm_2247","2247","false"
"2022-07-19","Tomatoes","TR2248","2248","roland farms","H2248","roland farms,Tomatoes,3695,LBS",3695,8970,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","roland farms_2248","2248","true"
"2023-02-24","lettuce","TR2249","2249","Hidden gems Farm","H2249","Hidden gems Farm,lettuce,249,LBS",249,5151,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Hidden gems Farm_2249","2249","false"
"2021-12-16","potato","TR2250","2250","Meadowlark Farm","H2250","Meadowlark Farm,potato,9200,LBS",9200,9670,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Meadowlark Farm_2250","2250","false"
"2021-08-03","bell peppers","TR2251","2251","Sunny Fields Farm ","H2251","Sunny Fields Farm ,bell peppers,5463,LBS",5463,6886,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Sunny Fields Farm _2251","2251","true"
"2021-09-02","bell peppers","TR2252","2252","Green Acres Farm","H2252","Green Acres Farm,bell peppers,5177,LBS",5177,4065,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Green Acres Farm_2252","2252","false"
"2023-02-01","arugula","TR2253","2253","scissortail farms","H2253","scissortail farms,arugula,2855,LBS",2855,5314,"ACME BRAND, FROZEN SALAD, 25 LB CASE","scissortail farms_2253","2253","false"
"2022-07-30","cilantro","TR2254","2254","Sunnydale Farm","H2254","Sunnydale Farm,cilantro,7584,LBS",7584,1088,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Sunnydale Farm_2254","2254","false"
"2022-11-12","chili peppers","TR2255","2255","Harvest Moon Farms","H2255","Harvest Moon Farms,chili peppers,6266,LBS",6266,6060,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Harvest Moon Farms_2255","2255","false"
"2022-04-05","cilantro","TR2256","2256","Sunnydale Farm","H2256","Sunnydale Farm,cilantro,7784,LBS",7784,3202,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Sunnydale Farm_2256","2256","false"
"2022-03-27","Cucumbers","TR2257","2257","Green Acres Farm","H2257","Green Acres Farm,Cucumbers,4863,LBS",4863,8265,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Green Acres Farm_2257","2257","true"
"2022-01-24","Tomatoes","TR2258","2258","Burnt Mill Farm","H2258","Burnt Mill Farm,Tomatoes,4098,LBS",4098,9459,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Burnt Mill Farm_2258","2258","false"
"2023-02-12","potato","TR2259","2259","Deep Root Farms","H2259","Deep Root Farms,potato,8707,LBS",8707,7350,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Deep Root Farms_2259","2259","false"
"2022-05-21","arugula","TR2260","2260","Potomac Vegetable Farms","H2260","Potomac Vegetable Farms,arugula,2696,LBS",2696,3703,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Potomac Vegetable Farms_2260","2260","false"
"2022-10-22","kale","TR2261","2261","Starview Farms","H2261","Starview Farms,kale,1795,LBS",1795,9845,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Starview Farms_2261","2261","false"
"2022-12-18","potato","TR2262","2262","Meadowlark Farm","H2262","Meadowlark Farm,potato,8978,LBS",8978,5643,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Meadowlark Farm_2262","2262","false"
"2022-09-19","basil","TR2263","2263","Sweetwater Farm ","H2263","Sweetwater Farm ,basil,6750,LBS",6750,8423,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Sweetwater Farm _2263","2263","false"
"2022-08-26","Tomatoes","TR2264","2264","Burnt Mill Farm","H2264","Burnt Mill Farm,Tomatoes,3798,LBS",3798,6939,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Burnt Mill Farm_2264","2264","false"
"2021-08-21","potato","TR2265","2265","Meadowlark Farm","H2265","Meadowlark Farm,potato,9255,LBS",9255,2510,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Meadowlark Farm_2265","2265","false"
"2023-01-23","basil","TR2266","2266","Sweetwater Farm ","H2266","Sweetwater Farm ,basil,6648,LBS",6648,4629,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Sweetwater Farm _2266","2266","false"
"2021-11-05","parsley","TR2267","2267","Meadowbrook Farm","H2267","Meadowbrook Farm,parsley,7927,LBS",7927,4433,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Meadowbrook Farm_2267","2267","false"
"2022-09-07","kale","TR2268","2268","Potomac Vegetable Farms","H2268","Potomac Vegetable Farms,kale,2189,LBS",2189,9279,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Potomac Vegetable Farms_2268","2268","true"
"2021-08-28","arugula","TR2269","2269","Potomac Vegetable Farms","H2269","Potomac Vegetable Farms,arugula,2590,LBS",2590,4097,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Potomac Vegetable Farms_2269","2269","false"
"2021-12-08","Item","TR2270","2270","Meadowlark Farm","H2270","Meadowlark Farm,Item,9305,LBS",9305,112,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Meadowlark Farm_2270","2270","false"
"2022-05-04","Item","TR2271","2271","Red Barn Farms","H2271","Red Barn Farms,Item,9607,LBS",9607,710,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Red Barn Farms_2271","2271","false"
"2022-02-15","cilantro","TR2272","2272","Sunnydale Farm","H2272","Sunnydale Farm,cilantro,7508,LBS",7508,7878,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Sunnydale Farm_2272","2272","false"
"2023-01-05","basil","TR2273","2273","Orchard Valley Farm","H2273","Orchard Valley Farm,basil,6973,LBS",6973,5930,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Orchard Valley Farm_2273","2273","false"
"2022-06-21","lettuce","TR2274","2274","Hidden gems Farm","H2274","Hidden gems Farm,lettuce,592,LBS",592,3585,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Hidden gems Farm_2274","2274","false"
"2022-12-19","cilantro","TR2275","2275","Orchard Valley Farm","H2275","Orchard Valley Farm,cilantro,7296,LBS",7296,8842,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Orchard Valley Farm_2275","2275","false"
"2022-06-15","parsley","TR2276","2276","Meadowbrook Farm","H2276","Meadowbrook Farm,parsley,8356,LBS",8356,3685,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Meadowbrook Farm_2276","2276","false"
"2022-10-27","bell peppers","TR2277","2277","Sunny Fields Farm ","H2277","Sunny Fields Farm ,bell peppers,5422,LBS",5422,3247,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Sunny Fields Farm _2277","2277","false"
"2022-07-10","potato","TR2278","2278","Deep Root Farms","H2278","Deep Root Farms,potato,8786,LBS",8786,5076,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Deep Root Farms_2278","2278","true"
"2021-10-06","kale","TR2279","2279","Cerritos Farm","H2279","Cerritos Farm,kale,1636,LBS",1636,3943,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Cerritos Farm_2279","2279","true"
"2022-02-01","basil","TR2280","2280","Sweetwater Farm ","H2280","Sweetwater Farm ,basil,6861,LBS",6861,7538,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Sweetwater Farm _2280","2280","false"
"2022-08-10","potato","TR2281","2281","Meadowlark Farm","H2281","Meadowlark Farm,potato,8977,LBS",8977,5142,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Meadowlark Farm_2281","2281","false"
"2022-09-16","Tomatoes","TR2282","2282","roland farms","H2282","roland farms,Tomatoes,3696,LBS",3696,9327,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","roland farms_2282","2282","false"
"2023-01-29","parsley","TR2283","2283","Deep Root Farms","H2283","Deep Root Farms,parsley,8534,LBS",8534,3226,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Deep Root Farms_2283","2283","false"
"2022-09-10","lettuce","TR2284","2284","Hidden gems Farm","H2284","Hidden gems Farm,lettuce,313,LBS",313,4688,"BIGSTORE BRAND, FROZEN VEG MEAL , 20 LB CASE","Hidden gems Farm_2284","2284","false"
"2022-01-15","Cucumbers","TR2285","2285","Stonehall Farm","H2285","Stonehall Farm,Cucumbers,4754,LBS",4754,9735,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Stonehall Farm_2285","2285","true"
"2021-12-29","cilantro","TR2286","2286","Sunnydale Farm","H2286","Sunnydale Farm,cilantro,7780,LBS",7780,4646,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Sunnydale Farm_2286","2286","true"
"2022-09-20","arugula","TR2287","2287","Potomac Vegetable Farms","H2287","Potomac Vegetable Farms,arugula,2232,LBS",2232,7323,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Potomac Vegetable Farms_2287","2287","false"
"2021-11-13","Cucumbers","TR2288","2288","Stonehall Farm","H2288","Stonehall Farm,Cucumbers,4657,LBS",4657,5672,"SALTY SMOKER BRAND, COLD SMOKED VEG, 40 X 8 OZ PACK","Stonehall Farm_2288","2288","false"
"2021-10-02","potato","TR2289","2289","Meadowlark Farm","H2289","Meadowlark Farm,potato,9105,LBS",9105,6701,"ACME BRAND, FROZEN SALAD, 25 LB CASE","Meadowlark Farm_2289","2289","false"
"2023-01-29","cilantro","TR2290","2290","Sunnydale Farm","H2290","Sunnydale Farm,cilantro,7487,LBS",7487,9428,"FRESH PROCESSOR BRAND, GARDEN SALAD KIT, 10x12 OZ BAGS","Sunnydale Farm_2290","2290","false"
"2022-09-02","Item","TR2291","2291","Meadowlark Farm","H2291","Meadowlark Farm,Item,9457,LBS",9457,1004,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Meadowlark Farm_2291","2291","false"
"2021-09-23","Item","TR2292","2292","Red Barn Farms","H2292","Red Barn Farms,Item,9894,LBS",9894,4178,"CHARLES CHEESE CO. BRAND, FETA VEG CHEESE, 40 X 8 OZ EA","Red Barn Farms_2292","2292","false"
"2021-10-12","chili peppers","TR2293","2293","Harvest Moon Farms","H2293","Harvest Moon Farms,chili peppers,5884,LBS",5884,4938,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Harvest Moon Farms_2293","2293","false"
"2022-11-30","Cucumbers","TR2294","2294","Stonehall Farm","H2294","Stonehall Farm,Cucumbers,4682,LBS",4682,5787,"NB NUT BUTTER CO., CASE, SMOOTH PEANUT MIX VEG, 20 X 1LB EA","Stonehall Farm_2294","2294","true"
